transaction_id,itemDescription
2179_2015-04-16,coffee
2604_2015-02-12,frankfurter
2238_2015-03-20,sausage
2589_2015-02-12,sausage
2402_2015-09-06,soda
4130_2015-11-06,tropical fruit
4841_2015-12-17,misc. beverages
1734_2015-06-08,tropical fruit
3748_2015-03-27,butter
1021_2015-10-22,curd
1104_2015-01-04,other vegetables
4204_2015-10-16,curd
2022_2015-07-22,beef
4352_2015-07-20,frozen meals
1945_2015-02-05,bottled water
1427_2015-11-26,soda
1349_2015-04-13,whole milk
4691_2015-01-08,shopping bags
1465_2015-06-26,sausage
2381_2015-05-17,sausage
3252_2015-08-22,chicken
4077_2015-03-18,yogurt
2359_2015-04-21,whole milk
4430_2015-12-02,rolls/buns
2386_2015-10-04,pork
1389_2015-02-18,canned beer
4800_2015-12-24,grapes
1069_2015-08-20,tropical fruit
1833_2015-07-12,yogurt
2708_2015-02-17,soda
3513_2015-08-29,baking powder
4827_2015-01-27,processed cheese
4536_2015-02-24,cream cheese 
1489_2015-06-23,tropical fruit
2005_2015-09-22,jam
2721_2015-08-10,frankfurter
3909_2015-02-09,flower soil/fertilizer
4808_2015-08-20,whole milk
4881_2015-07-28,chewing gum
1214_2015-01-10,chicken
1608_2015-11-10,frozen vegetables
1724_2015-09-09,rolls/buns
1911_2015-06-02,yogurt
3881_2015-04-02,frankfurter
1780_2015-08-27,sausage
4675_2015-09-14,citrus fruit
3497_2015-09-24,other vegetables
1000_2015-03-15,whole milk
4232_2015-12-19,Instant food products
3472_2015-02-28,hamburger meat
4217_2015-02-05,sausage
2666_2015-04-06,whole milk
1339_2015-11-28,whole milk
2091_2015-10-19,brown bread
2453_2015-08-28,frozen meals
4681_2015-02-28,sausage
2618_2015-09-14,tropical fruit
3044_2015-09-29,bottled beer
3039_2015-09-02,domestic eggs
2683_2015-08-11,soda
3014_2015-10-19,chocolate
3613_2015-06-05,brown bread
3152_2015-11-24,whole milk
4187_2015-10-28,berries
1475_2015-03-28,hamburger meat
4942_2015-08-06,chocolate
2083_2015-11-07,grapes
4685_2015-08-27,tropical fruit
2070_2015-03-24,yogurt
2657_2015-04-01,hamburger meat
4012_2015-04-04,nuts/prunes
2698_2015-01-24,pastry
2222_2015-12-28,sausage
2410_2015-11-21,berries
3036_2015-07-12,canned beer
2465_2015-12-27,citrus fruit
1366_2015-05-29,rolls/buns
3741_2015-08-06,chicken
3690_2015-04-24,citrus fruit
3620_2015-06-18,soda
4759_2015-02-20,beef
3543_2015-10-11,waffles
2792_2015-07-29,whole milk
1929_2015-07-10,finished products
4941_2015-01-15,ham
3547_2015-10-07,processed cheese
4207_2015-08-28,curd
2107_2015-03-01,bottled beer
3050_2015-03-11,dessert
4875_2015-09-13,bottled beer
3691_2015-08-08,finished products
2433_2015-03-14,rolls/buns
4718_2015-06-12,other vegetables
4486_2015-11-09,frozen vegetables
1757_2015-06-15,hamburger meat
2186_2015-07-01,frankfurter
3752_2015-04-15,yogurt
3688_2015-10-23,sausage
1806_2015-07-06,frankfurter
2086_2015-03-09,bottled beer
2689_2015-04-30,sausage
2393_2015-04-17,tropical fruit
1669_2015-08-19,pork
3500_2015-04-21,frozen dessert
4598_2015-11-18,frankfurter
1404_2015-05-03,bottled beer
1758_2015-02-26,pip fruit
1265_2015-03-07,chicken
2779_2015-10-17,yogurt
4457_2015-09-03,ice cream
2532_2015-07-06,tropical fruit
4004_2015-05-10,root vegetables
1737_2015-05-09,other vegetables
3400_2015-03-04,pip fruit
4301_2015-05-01,chewing gum
2997_2015-12-30,frankfurter
1098_2015-08-05,frankfurter
2208_2015-07-30,frankfurter
3672_2015-05-28,sausage
3651_2015-01-24,meat
3957_2015-05-15,domestic eggs
3822_2015-05-27,ice cream
4588_2015-04-30,whole milk
2622_2015-07-17,sausage
2117_2015-05-02,long life bakery product
1780_2015-07-12,sausage
3819_2015-04-12,white wine
3046_2015-03-31,chewing gum
3228_2015-01-26,organic sausage
2368_2015-11-11,coffee
2573_2015-01-03,specialty bar
4701_2015-04-30,popcorn
4384_2015-05-25,whole milk
4583_2015-02-23,pork
2201_2015-05-22,curd
2636_2015-09-11,yogurt
1092_2015-07-27,sausage
3899_2015-04-22,whole milk
4576_2015-08-05,frankfurter
4692_2015-10-27,cat food
1170_2015-11-12,dog food
3170_2015-01-17,chicken
2229_2015-10-25,flower soil/fertilizer
2944_2015-02-01,yogurt
1373_2015-05-10,butter milk
1366_2015-10-25,coffee
3469_2015-05-10,frozen meals
4012_2015-05-16,salty snack
2459_2015-09-16,white bread
4377_2015-02-23,pip fruit
1534_2015-08-13,tropical fruit
2051_2015-07-23,prosecco
1567_2015-03-13,citrus fruit
1287_2015-08-28,butter
4776_2015-08-08,pork
4657_2015-08-15,other vegetables
2344_2015-04-14,meat
1819_2015-11-11,tropical fruit
2687_2015-07-31,sweet spreads
4468_2015-03-24,brandy
4760_2015-04-02,tropical fruit
2310_2015-03-24,sausage
3924_2015-02-07,canned beer
3517_2015-12-11,coffee
3164_2015-09-30,pork
3245_2015-05-17,dish cleaner
2629_2015-12-06,canned beer
1347_2015-09-15,rolls/buns
1216_2015-08-25,pastry
4636_2015-04-10,misc. beverages
4102_2015-09-23,frozen dessert
1013_2015-10-02,meat
3416_2015-11-15,canned vegetables
1536_2015-01-05,canned beer
1953_2015-03-09,whole milk
1327_2015-07-04,chicken
3415_2015-05-27,whole milk
4334_2015-10-12,citrus fruit
4515_2015-06-15,canned beer
1527_2015-04-20,rolls/buns
1726_2015-11-02,pip fruit
4734_2015-02-10,pork
2356_2015-06-15,canned beer
2244_2015-03-29,citrus fruit
4281_2015-04-03,margarine
2977_2015-04-14,chicken
2119_2015-09-24,meat
2663_2015-05-18,ham
3344_2015-04-01,newspapers
3592_2015-12-14,whipped/sour cream
2106_2015-11-24,cream cheese 
3356_2015-05-23,citrus fruit
2260_2015-10-30,domestic eggs
1846_2015-11-29,bottled water
3520_2015-11-09,newspapers
1051_2015-11-10,tropical fruit
3593_2015-08-31,pip fruit
3104_2015-06-04,soda
1283_2015-05-30,newspapers
1130_2015-09-18,frankfurter
4594_2015-06-23,pork
4192_2015-12-16,chicken
3208_2015-11-20,chicken
4268_2015-04-25,semi-finished bread
2672_2015-01-17,sausage
2372_2015-09-03,sausage
4482_2015-08-07,shopping bags
1048_2015-10-06,condensed milk
3441_2015-04-12,frankfurter
3380_2015-11-11,turkey
1654_2015-11-09,beef
2408_2015-06-21,rolls/buns
4699_2015-08-01,whole milk
2670_2015-04-29,berries
4303_2015-02-22,meat
2011_2015-03-22,pip fruit
3657_2015-09-29,grapes
4445_2015-05-20,sausage
4030_2015-08-15,seasonal products
1204_2015-04-11,chicken
3637_2015-11-25,root vegetables
4486_2015-10-23,pork
2524_2015-10-21,sausage
1855_2015-11-09,hamburger meat
4431_2015-08-21,whole milk
4555_2015-07-23,pip fruit
4299_2015-02-08,whole milk
3323_2015-12-09,sausage
2796_2015-10-17,pork
2129_2015-03-04,sausage
2814_2015-07-17,hamburger meat
1105_2015-05-22,yogurt
3025_2015-04-21,sausage
4592_2015-07-13,pastry
4463_2015-11-03,liver loaf
2916_2015-06-13,other vegetables
2800_2015-10-02,beverages
4485_2015-07-25,beef
3262_2015-07-08,pip fruit
4030_2015-12-22,berries
3489_2015-09-01,tropical fruit
2386_2015-01-03,newspapers
3774_2015-02-16,chicken
3818_2015-05-13,whole milk
3434_2015-06-10,butter
3438_2015-12-27,pip fruit
1140_2015-05-01,frankfurter
3071_2015-03-26,beef
1668_2015-05-05,rolls/buns
1664_2014-10-01,rolls/buns
3942_2014-12-16,hamburger meat
2638_2014-10-10,turkey
1817_2014-11-15,beef
1748_2014-08-14,kitchen utensil
3360_2014-08-30,soda
1849_2014-10-06,whole milk
3438_2014-06-11,chicken
4594_2014-05-28,whole milk
1632_2014-02-16,brown bread
4297_2014-08-29,frankfurter
4762_2014-06-25,pip fruit
4153_2014-02-14,sausage
1466_2014-02-03,citrus fruit
1947_2014-02-27,canned beer
2589_2014-10-04,grapes
3127_2014-02-25,hamburger meat
3590_2014-03-29,waffles
4037_2014-05-05,beef
4968_2014-03-04,beef
4741_2014-12-10,sausage
2899_2014-01-08,frankfurter
4206_2014-09-18,chocolate
3705_2014-08-17,UHT-milk
2832_2014-07-29,sausage
4054_2014-10-05,cream cheese 
1595_2014-07-17,bottled beer
1336_2014-01-23,rolls/buns
2446_2014-01-19,finished products
1033_2014-04-21,sausage
1410_2014-01-06,sausage
2732_2014-01-31,grapes
2029_2014-10-21,beef
2799_2014-07-31,canned fish
4579_2014-01-19,whole milk
1877_2014-09-30,rolls/buns
4191_2014-03-14,liver loaf
3649_2014-11-07,frankfurter
2706_2014-02-24,citrus fruit
3821_2014-02-26,turkey
4464_2014-07-27,beverages
1783_2014-07-22,rolls/buns
4162_2014-04-15,canned beer
1653_2014-07-18,chicken
1686_2014-04-12,whole milk
2549_2014-09-05,ham
1380_2014-04-22,rolls/buns
3315_2014-12-27,whole milk
4849_2014-04-14,shopping bags
2984_2014-07-07,whole milk
1262_2014-07-12,organic sausage
1747_2014-01-07,frankfurter
3090_2014-10-03,yogurt
4369_2014-10-27,butter
3918_2014-05-04,salty snack
1758_2014-09-21,rolls/buns
2328_2014-01-22,bottled beer
3570_2014-06-05,beef
4753_2014-10-11,meat
1815_2014-12-04,semi-finished bread
1287_2014-07-08,chicken
4938_2014-01-05,meat
4164_2014-09-08,pastry
4410_2014-05-24,rolls/buns
2609_2014-06-04,beverages
2293_2014-03-31,other vegetables
4049_2014-07-06,frankfurter
2240_2014-10-02,pastry
3197_2014-03-01,sausage
2186_2014-04-12,tropical fruit
4137_2014-12-15,salty snack
3284_2014-03-25,whole milk
3059_2014-06-15,salty snack
2441_2014-08-28,canned beer
3645_2014-08-22,chicken
2246_2014-01-21,bottled beer
3047_2014-08-16,pip fruit
1866_2014-08-29,chocolate
3138_2014-10-13,citrus fruit
2078_2014-05-14,soda
3142_2014-05-06,soda
4262_2014-06-03,frozen meals
4872_2014-02-13,newspapers
3071_2014-04-18,whole milk
3306_2014-12-11,soda
1658_2014-08-09,newspapers
3884_2014-10-12,beef
1215_2014-07-30,grapes
2477_2014-09-30,pip fruit
3971_2014-02-04,chocolate marshmallow
3644_2014-02-20,bottled beer
1550_2014-05-05,pork
1625_2014-09-02,meat
2337_2014-04-03,tropical fruit
4296_2014-12-15,sausage
3804_2014-04-28,frankfurter
3727_2014-07-28,citrus fruit
4952_2014-09-04,whipped/sour cream
2906_2014-06-25,frankfurter
4572_2014-10-30,other vegetables
4345_2014-03-19,beef
1908_2014-09-20,bottled beer
4744_2014-01-31,frankfurter
1726_2014-04-05,root vegetables
2383_2014-05-25,beef
4245_2014-07-15,misc. beverages
4155_2014-09-03,beef
4686_2014-06-27,whole milk
4842_2014-05-23,sausage
3673_2014-08-11,other vegetables
4214_2014-10-03,sausage
3952_2014-07-27,other vegetables
3790_2014-07-31,frankfurter
3042_2014-04-04,curd
2567_2014-07-22,grapes
2515_2014-01-27,hamburger meat
2545_2014-01-14,citrus fruit
2352_2014-03-27,tropical fruit
3123_2014-07-08,fruit/vegetable juice
3224_2014-08-06,hamburger meat
4642_2014-12-17,newspapers
2380_2014-04-05,specialty chocolate
4029_2014-10-27,soda
1773_2014-10-28,sausage
1468_2014-10-02,whole milk
4383_2014-12-02,ice cream
3279_2014-03-07,frankfurter
3025_2014-01-19,hamburger meat
2969_2014-04-13,frankfurter
1767_2014-06-02,frankfurter
2830_2014-09-21,sausage
1104_2014-05-09,yogurt
1844_2014-09-18,other vegetables
3655_2014-05-10,beef
4947_2014-01-28,dishes
4002_2014-08-24,pork
2289_2014-07-03,chicken
4679_2014-06-13,salty snack
3220_2014-03-15,pip fruit
2146_2014-05-30,sausage
1889_2014-08-03,beef
1309_2014-12-23,dessert
2259_2014-06-16,frankfurter
3539_2014-01-13,photo/film
4149_2014-05-12,pip fruit
3847_2014-06-08,sausage
4285_2014-04-13,root vegetables
1445_2014-04-13,frankfurter
2701_2014-05-03,ham
1602_2014-05-29,pip fruit
1590_2014-06-01,citrus fruit
3704_2014-08-02,soda
4861_2014-03-23,hamburger meat
4743_2014-07-07,nuts/prunes
4527_2014-03-16,frankfurter
2756_2014-05-14,red/blush wine
1432_2014-02-18,berries
3089_2014-08-20,sausage
3426_2014-05-02,pork
3343_2014-08-03,misc. beverages
4785_2014-08-14,chocolate
3137_2014-09-11,whole milk
1369_2014-05-05,spread cheese
3684_2014-02-06,whole milk
4423_2014-02-25,pip fruit
3561_2014-05-26,frankfurter
2625_2014-12-14,pork
2120_2014-07-07,bottled beer
2332_2014-05-14,citrus fruit
2607_2014-11-20,whipped/sour cream
2723_2014-10-27,citrus fruit
3660_2014-05-19,rolls/buns
2407_2014-01-08,sliced cheese
3670_2014-08-04,butter milk
3743_2014-07-03,sausage
3598_2014-03-13,other vegetables
1087_2014-02-26,sausage
2075_2014-05-06,sausage
3034_2014-12-26,bottled water
1651_2014-08-20,cat food
3625_2014-10-17,other vegetables
3487_2014-03-25,whole milk
1729_2014-03-20,other vegetables
2803_2014-07-03,tropical fruit
3692_2014-10-19,citrus fruit
1649_2014-07-29,pork
4427_2014-03-12,frankfurter
4021_2014-10-31,yogurt
1737_2014-08-28,sausage
2320_2014-02-05,cream cheese 
4725_2014-08-31,other vegetables
1697_2014-01-22,sausage
2341_2014-04-17,frankfurter
1180_2014-08-24,citrus fruit
3226_2014-02-26,ham
4288_2014-09-24,soda
2517_2014-05-12,citrus fruit
4312_2014-04-02,whole milk
4965_2014-12-23,ham
1224_2014-09-20,sausage
1914_2014-11-28,cereals
3589_2014-09-07,frozen fish
4274_2014-03-31,whole milk
4086_2014-11-15,pastry
1033_2014-03-02,frankfurter
2398_2014-07-23,yogurt
3782_2014-09-16,domestic eggs
3109_2014-09-11,sausage
4963_2014-03-03,other vegetables
1043_2014-03-14,tropical fruit
4303_2014-10-24,whole milk
3282_2014-08-28,sausage
3297_2014-03-30,tropical fruit
1065_2014-12-25,red/blush wine
1126_2014-11-02,rolls/buns
1399_2014-02-06,other vegetables
2478_2014-09-02,citrus fruit
2645_2014-08-07,dessert
2556_2014-03-06,soda
3139_2014-11-06,chicken
2971_2014-07-12,rolls/buns
4391_2014-06-04,butter
3322_2014-08-01,pip fruit
1740_2014-07-08,specialty bar
3367_2014-02-27,sausage
3616_2014-06-11,grapes
3736_2014-02-16,semi-finished bread
1795_2014-05-20,domestic eggs
2702_2014-09-08,pastry
4397_2014-08-28,root vegetables
2649_2014-02-18,whole milk
4752_2014-03-04,meat
2028_2014-10-26,canned beer
4986_2014-02-08,candles
2079_2014-11-04,tropical fruit
1931_2014-03-13,chicken
1176_2014-09-04,soda
3562_2014-09-11,ham
1962_2014-06-14,pork
1782_2014-04-10,frozen vegetables
4268_2014-10-14,pork
3730_2014-04-17,dessert
1144_2014-11-07,pork
4637_2014-12-06,chicken
3960_2014-01-23,baking powder
1141_2014-04-08,tropical fruit
3226_2014-10-25,rolls/buns
3846_2014-08-25,meat
1282_2014-06-06,soda
3213_2014-12-19,photo/film
3910_2014-02-17,pet care
2533_2014-09-21,other vegetables
3713_2014-12-17,citrus fruit
2355_2014-01-26,canned beer
3847_2014-07-31,canned beer
4980_2014-08-25,meat
4049_2014-12-23,dishes
2681_2014-09-04,pork
1742_2014-10-20,frankfurter
4594_2014-07-01,other vegetables
2466_2014-01-28,beef
3087_2014-02-21,citrus fruit
4730_2014-11-26,other vegetables
2120_2014-02-27,root vegetables
1731_2014-12-28,sausage
1751_2014-02-27,yogurt
1991_2014-07-14,sausage
4300_2014-01-28,hamburger meat
2009_2014-06-03,pork
1585_2014-09-17,tropical fruit
1604_2014-02-03,rolls/buns
3804_2014-12-27,tropical fruit
4955_2014-03-22,sausage
2294_2014-07-04,pip fruit
2857_2014-08-28,beef
4911_2014-07-20,other vegetables
4924_2014-01-31,sausage
3032_2014-12-28,frankfurter
1808_2014-11-29,meat
4082_2014-07-01,ham
3246_2014-05-21,rolls/buns
2555_2014-12-27,root vegetables
4426_2014-12-01,berries
4406_2014-01-20,pork
3514_2014-12-13,meat
3206_2014-08-24,long life bakery product
3767_2014-01-30,meat
3761_2014-03-01,meat
3013_2014-08-07,sauces
4042_2014-01-25,root vegetables
2943_2014-06-30,hamburger meat
1435_2014-12-07,beef
4174_2014-07-15,citrus fruit
4462_2014-09-21,frankfurter
3840_2014-11-06,citrus fruit
4434_2014-08-31,beef
2826_2014-09-04,frankfurter
1376_2014-11-29,pip fruit
4952_2014-10-02,meat
4117_2014-04-24,citrus fruit
1385_2014-02-27,beef
4018_2014-09-27,sausage
3757_2014-12-18,tropical fruit
1816_2014-01-09,soda
3189_2014-02-08,citrus fruit
4581_2014-08-05,coffee
3416_2014-07-13,chicken
2910_2014-03-01,sugar
2720_2014-06-26,turkey
2703_2014-09-29,citrus fruit
3299_2014-09-06,beef
3722_2014-02-20,sausage
4656_2014-07-05,liquor
4114_2014-08-07,chicken
1586_2014-05-02,pip fruit
4239_2014-12-08,frankfurter
1494_2014-02-13,bottled water
1747_2014-12-17,canned beer
2218_2014-09-25,pip fruit
4959_2014-10-20,pip fruit
2453_2014-05-07,sausage
4502_2014-07-27,hamburger meat
4494_2014-04-24,beef
3610_2014-03-18,other vegetables
3617_2014-04-16,pastry
1279_2014-08-25,chicken
2387_2014-03-11,herbs
2912_2014-08-24,beef
3008_2014-07-09,butter
2739_2014-07-11,root vegetables
3090_2014-11-22,whipped/sour cream
3142_2014-05-05,butter
4067_2014-04-29,tropical fruit
4917_2014-04-21,pork
2157_2014-06-26,beef
3876_2014-08-25,grapes
4750_2014-04-11,pork
1820_2014-02-24,meat
2226_2014-01-01,sausage
2801_2014-01-23,root vegetables
3569_2014-11-06,sausage
2950_2014-11-18,canned beer
1856_2014-10-23,frankfurter
3059_2014-03-05,sausage
1686_2014-05-05,pork
2065_2014-03-01,sausage
1566_2014-01-24,citrus fruit
4557_2014-01-11,tropical fruit
2495_2014-02-24,other vegetables
3739_2014-10-20,rolls/buns
1621_2014-06-18,other vegetables
4948_2014-05-23,root vegetables
4531_2014-10-11,pastry
4384_2014-10-22,bottled water
3441_2014-04-20,other vegetables
2880_2014-12-04,tropical fruit
4901_2014-04-12,pastry
2606_2014-08-22,citrus fruit
4687_2014-04-08,meat
1160_2014-02-06,whole milk
3122_2014-12-25,soda
3402_2014-12-24,roll products 
3349_2014-07-09,tropical fruit
2664_2014-10-08,chicken
2584_2014-05-18,chicken
3636_2014-11-19,rolls/buns
3769_2014-01-28,root vegetables
2338_2014-03-11,newspapers
3593_2014-04-12,ham
4432_2014-12-04,sausage
3721_2014-02-20,specialty cheese
4133_2014-08-22,seasonal products
2541_2014-05-07,newspapers
1897_2014-09-12,sausage
3311_2014-07-18,whole milk
4864_2014-06-16,sausage
3732_2014-01-18,ice cream
4494_2014-05-26,chicken
3812_2014-04-30,bottled water
4257_2014-06-14,sausage
1465_2014-01-23,ham
1440_2014-01-06,tropical fruit
4974_2014-07-18,rolls/buns
1282_2014-10-24,other vegetables
1824_2014-08-08,sausage
4389_2014-10-31,frankfurter
4803_2014-12-30,bottled water
2633_2014-05-16,bottled water
3531_2014-12-26,berries
4721_2014-06-16,pastry
2464_2014-06-11,sausage
1765_2014-10-21,fruit/vegetable juice
2973_2014-10-26,beverages
4364_2014-01-21,turkey
3531_2014-08-25,white wine
4217_2014-03-15,other vegetables
4723_2014-11-07,other vegetables
3161_2014-11-22,sausage
4024_2014-11-21,liver loaf
4969_2014-12-06,butter milk
4762_2014-01-15,pip fruit
2746_2014-04-20,rolls/buns
2972_2014-02-19,frankfurter
3569_2014-05-27,frankfurter
4740_2014-09-03,dessert
2645_2014-10-09,oil
1440_2014-07-26,rolls/buns
3186_2014-07-24,tropical fruit
1979_2014-09-07,root vegetables
2401_2014-05-11,yogurt
4337_2014-08-28,sausage
1996_2014-02-02,domestic eggs
1269_2014-04-24,tropical fruit
2341_2014-01-23,root vegetables
2204_2014-06-13,chicken
1755_2014-06-04,waffles
2909_2014-01-30,butter
4342_2014-10-27,other vegetables
4772_2014-06-22,house keeping products
1741_2014-07-12,liver loaf
3273_2014-02-04,other vegetables
1026_2014-08-23,citrus fruit
4671_2014-01-20,sausage
4146_2014-08-24,whole milk
3564_2014-02-23,brown bread
4922_2014-02-18,sausage
3680_2014-01-21,hamburger meat
2664_2014-01-08,citrus fruit
1411_2014-04-15,beverages
2633_2014-09-07,frozen meals
3137_2014-08-26,beef
1672_2014-01-26,sausage
3248_2014-04-07,hamburger meat
2004_2014-06-22,grapes
3989_2014-09-23,meat
2451_2014-09-28,other vegetables
2383_2014-01-13,pork
3546_2014-10-12,tropical fruit
2427_2014-12-22,pip fruit
3509_2014-10-05,waffles
3811_2014-07-07,whole milk
4127_2014-03-18,whole milk
2166_2014-03-07,root vegetables
2526_2014-02-08,other vegetables
3342_2014-12-15,pork
4109_2014-06-03,pet care
2930_2014-02-14,bottled water
2736_2014-10-14,UHT-milk
2411_2014-01-07,canned beer
3423_2014-03-15,bottled water
2391_2014-01-18,citrus fruit
1597_2014-10-12,UHT-milk
2510_2014-08-13,whole milk
3776_2014-11-28,chicken
1138_2014-07-07,citrus fruit
3799_2014-11-10,pork
1022_2014-06-07,sausage
1961_2014-07-06,citrus fruit
4192_2014-06-08,beverages
2957_2014-06-06,shopping bags
3921_2014-06-16,chicken
1904_2014-03-24,napkins
2383_2014-09-18,root vegetables
4788_2014-02-17,other vegetables
1752_2014-07-12,canned beer
5000_2014-11-16,bottled beer
4353_2014-09-26,bottled beer
1372_2014-05-04,hamburger meat
2718_2014-01-25,root vegetables
2148_2014-01-13,soda
4808_2014-11-20,soap
4711_2014-06-19,yogurt
4228_2014-02-08,soda
1522_2014-08-23,newspapers
2291_2014-09-29,whole milk
3203_2014-06-17,frankfurter
4262_2014-06-21,canned beer
2581_2014-03-17,sparkling wine
4957_2014-05-19,detergent
4738_2014-06-08,bottled beer
1970_2014-06-11,ham
1491_2014-11-08,hygiene articles
2015_2014-08-04,tropical fruit
3155_2014-09-22,meat
4019_2014-10-14,beverages
1826_2014-12-19,sausage
1629_2014-07-22,yogurt
4075_2014-03-08,whole milk
1241_2014-01-03,oil
1274_2014-07-10,coffee
4182_2014-01-05,liver loaf
4401_2014-03-18,sausage
4766_2014-09-20,frankfurter
4880_2014-09-11,whipped/sour cream
1939_2014-03-28,frozen vegetables
4341_2014-10-26,whipped/sour cream
4480_2014-05-17,frankfurter
3997_2014-11-22,whole milk
2088_2014-09-21,root vegetables
3897_2014-12-09,bottled water
4783_2014-05-10,other vegetables
4813_2014-11-20,bottled water
4972_2014-12-13,tropical fruit
4215_2014-04-10,yogurt
1001_2014-02-07,sausage
4535_2014-07-09,yogurt
2433_2014-04-08,pip fruit
1935_2014-08-28,pip fruit
2484_2014-08-17,hamburger meat
4504_2014-09-24,sausage
4183_2014-10-12,sausage
1190_2014-05-18,pip fruit
1262_2014-07-22,whole milk
3555_2014-10-14,onions
3621_2014-01-04,ham
2831_2014-05-30,soda
3269_2014-07-09,sausage
3844_2014-06-24,semi-finished bread
4129_2014-10-23,cream cheese 
1596_2014-10-12,dessert
4372_2014-04-17,whole milk
2183_2014-07-13,frankfurter
3617_2014-10-01,liquor (appetizer)
4692_2014-08-10,curd
2210_2014-12-30,curd
3604_2014-09-13,pork
3524_2014-08-01,frozen meals
2089_2014-08-20,soda
1522_2014-03-27,sausage
3338_2014-12-25,pip fruit
2608_2014-05-02,tropical fruit
4103_2014-05-17,canned beer
3699_2014-08-14,bottled water
3561_2014-12-27,citrus fruit
4579_2014-02-28,whole milk
3232_2014-09-10,pastry
2904_2014-04-07,pip fruit
1174_2014-07-26,citrus fruit
4646_2014-12-28,UHT-milk
2589_2014-10-23,whole milk
3693_2014-06-06,root vegetables
4154_2014-05-26,white bread
3596_2014-12-16,nuts/prunes
4247_2014-01-02,soda
4596_2014-10-28,hygiene articles
1246_2014-12-29,other vegetables
3157_2014-04-25,sausage
3210_2014-02-09,pork
2663_2014-08-02,other vegetables
4339_2014-03-27,berries
1216_2014-02-07,citrus fruit
3830_2014-08-23,sausage
1980_2014-05-14,citrus fruit
2219_2014-05-30,root vegetables
1461_2014-08-11,bottled beer
1121_2014-03-15,coffee
4664_2014-09-02,citrus fruit
4432_2014-09-04,tropical fruit
1474_2014-04-10,frankfurter
4651_2014-09-27,white wine
3889_2014-12-23,other vegetables
1767_2014-11-24,sparkling wine
1883_2014-04-01,frankfurter
4882_2014-10-08,whipped/sour cream
3119_2014-01-22,salty snack
4712_2014-03-19,whole milk
2347_2014-01-15,sausage
2549_2014-12-27,dessert
2483_2014-08-14,pip fruit
4307_2014-07-05,yogurt
4722_2014-07-08,tropical fruit
2577_2014-03-08,root vegetables
3452_2014-02-21,meat
2732_2014-02-26,salty snack
3022_2014-09-19,beef
2727_2014-01-23,fish
3480_2014-08-10,root vegetables
3602_2014-10-27,whole milk
3855_2014-01-11,coffee
2653_2014-04-21,pastry
2887_2014-12-05,waffles
1209_2014-11-01,sausage
3775_2014-09-08,sausage
4887_2014-03-30,soda
2475_2014-01-26,citrus fruit
3092_2014-09-02,brown bread
3521_2014-12-25,soda
1289_2014-05-09,rolls/buns
1159_2014-01-28,citrus fruit
3090_2014-10-02,whole milk
2756_2014-10-08,fruit/vegetable juice
4201_2014-08-06,flower (seeds)
1922_2014-04-06,chocolate
1868_2014-11-01,whole milk
3307_2014-03-21,sausage
1333_2014-11-27,whole milk
1892_2014-07-21,butter
3560_2014-07-21,citrus fruit
1488_2014-01-30,meat
4222_2014-05-20,sausage
4548_2014-01-02,UHT-milk
1480_2014-02-04,tropical fruit
3573_2014-11-19,bottled water
4431_2014-03-16,salty snack
4847_2014-10-16,frankfurter
4669_2014-04-13,tropical fruit
3526_2014-10-24,sausage
2455_2014-04-07,rolls/buns
1942_2014-10-15,hamburger meat
3855_2014-06-08,meat
4661_2014-08-16,hamburger meat
1056_2014-09-24,ham
4879_2014-04-12,meat
3172_2014-08-01,whole milk
3028_2014-04-25,frankfurter
1462_2014-09-24,bottled water
2075_2014-05-03,citrus fruit
4901_2014-05-30,other vegetables
1738_2014-09-06,dessert
4011_2014-08-28,oil
3683_2014-11-07,bottled water
2453_2014-06-06,root vegetables
2900_2014-02-19,chicken
3297_2014-03-22,whole milk
3731_2014-05-29,tropical fruit
4638_2014-02-19,root vegetables
2597_2014-04-15,cream cheese 
1642_2014-09-28,bottled water
2133_2014-07-05,pork
3697_2014-01-16,sausage
3520_2014-11-19,whole milk
3106_2014-05-11,nuts/prunes
2900_2014-03-05,sausage
4623_2014-12-18,brandy
4809_2014-05-28,chicken
3100_2014-12-19,canned beer
2299_2014-04-04,chicken
2778_2014-04-26,yogurt
1263_2014-05-11,citrus fruit
2553_2014-08-15,chewing gum
4261_2014-02-08,bottled beer
4414_2014-02-17,rolls/buns
4884_2014-01-30,other vegetables
1743_2014-01-17,frankfurter
3713_2014-01-31,finished products
4224_2014-08-30,rolls/buns
3793_2014-09-07,whole milk
3838_2014-08-05,whole milk
2093_2014-06-02,whole milk
4234_2014-10-27,pip fruit
3221_2014-10-28,soda
2534_2014-06-14,frankfurter
3127_2014-10-21,pork
3248_2014-02-06,pork
4658_2014-01-26,canned beer
1457_2014-09-22,grapes
4330_2014-03-26,beef
2274_2014-04-11,beef
3600_2014-09-03,frankfurter
2272_2014-06-07,frankfurter
3709_2014-10-01,pastry
1983_2014-07-21,whole milk
4556_2014-11-04,ham
3586_2014-10-27,rolls/buns
1280_2014-03-20,finished products
2144_2014-07-13,pork
1945_2014-12-02,oil
4749_2014-10-01,finished products
1010_2014-08-27,frankfurter
1878_2014-09-07,curd
1064_2014-09-03,root vegetables
4781_2014-05-18,beverages
4457_2014-06-21,pork
2244_2014-11-07,beef
1385_2014-03-28,coffee
