name,cpumark,single_thread,cores,threads
"Qualcomm Technologies, Inc MSM8917",541.0,314.0,4,1
"Qualcomm Technologies, Inc MSM8920",487.0,298.0,4,1
"Qualcomm Technologies, Inc MSM8929",560.0,252.0,8,1
"Qualcomm Technologies, Inc MSM8937",1098.0,376.0,8,1
"Qualcomm Technologies, Inc MSM8939",959.0,352.0,8,1
"Qualcomm Technologies, Inc MSM8952",922.0,363.0,8,1
"Qualcomm Technologies, Inc MSM8953",1839.0,532.0,8,1
"Qualcomm Technologies, Inc MSM8956",1557.0,751.0,6,1
"Qualcomm Technologies, Inc MSM8976",1826.0,722.0,8,1
"Qualcomm Technologies, Inc MSM8976SG",2139.0,763.0,8,1
"Qualcomm Technologies, Inc MSM8992",882.0,542.0,6,1
"Qualcomm Technologies, Inc MSM8994",1115.0,546.0,8,1
"Qualcomm Technologies, Inc MSM8996",1432.0,853.0,4,1
"Qualcomm Technologies, Inc MSM8996pro",1589.0,815.0,4,1
"Qualcomm Technologies, Inc MSM8998",2859.0,1046.0,8,1
"Qualcomm Technologies, Inc QCM2150",409.0,295.0,4,1
"Qualcomm Technologies, Inc QCM6125",2775.0,979.0,8,1
"Qualcomm Technologies, Inc QCS610",1949.0,1407.0,8,1
"Qualcomm Technologies, Inc QM215",480.0,310.0,4,1
"Qualcomm Technologies, Inc SA8195P",6554.0,1741.0,8,1
"Qualcomm Technologies, Inc SCUBAIIOT",926.0,462.0,4,1
"Qualcomm Technologies, Inc SCUBAPIIOT",1123.0,522.0,4,1
"Qualcomm Technologies, Inc SDA429W",715.0,516.0,4,1
"Qualcomm Technologies, Inc SDA450",1521.0,469.0,8,1
"Qualcomm Technologies, Inc SDA660",2872.0,988.0,8,1
"Qualcomm Technologies, Inc SDM429",1028.0,545.0,4,1
"Qualcomm Technologies, Inc SDM439",1514.0,520.0,8,1
"Qualcomm Technologies, Inc SDM450",1352.0,430.0,8,1
"Qualcomm Technologies, Inc SDM460",2153.0,747.0,8,1
"Qualcomm Technologies, Inc SDM630",1939.0,607.0,8,1
"Qualcomm Technologies, Inc SDM632",2112.0,768.0,8,1
"Qualcomm Technologies, Inc SDM636",2202.0,817.0,8,1
"Qualcomm Technologies, Inc SDM660",2439.0,966.0,8,1
"Qualcomm Technologies, Inc SDM662",2237.0,938.0,8,1
"Qualcomm Technologies, Inc SDM665",2407.0,894.0,8,1
"Qualcomm Technologies, Inc SDM670",2589.0,1103.0,8,1
"Qualcomm Technologies, Inc SDM710",2716.0,1179.0,8,1
"Qualcomm Technologies, Inc SDM712",2628.0,1225.0,2,1
"Qualcomm Technologies, Inc SDM720G",3302.0,1614.0,8,1
"Qualcomm Technologies, Inc SDM730G AIE",3421.0,1467.0,8,1
"Qualcomm Technologies, Inc SDM750G",3098.0,1195.0,8,1
"Qualcomm Technologies, Inc SDM765G 5G",3452.0,1635.0,8,1
"Qualcomm Technologies, Inc SDM778G",5553.0,2070.0,8,1
"Qualcomm Technologies, Inc SDM782G",6495.0,2002.0,8,1
"Qualcomm Technologies, Inc SDM845",3401.0,1341.0,8,1
"Qualcomm Technologies, Inc SDMMAGPIE",3178.0,1434.0,8,1
"Qualcomm Technologies, Inc SDMMAGPIEP",3523.0,1523.0,8,1
"Qualcomm Technologies, Inc SM4250",2139.0,735.0,8,1
"Qualcomm Technologies, Inc SM4350",3087.0,1348.0,8,1
"Qualcomm Technologies, Inc SM6125",2317.0,885.0,8,1
"Qualcomm Technologies, Inc SM6150",2950.0,1282.0,8,1
"Qualcomm Technologies, Inc SM6225",2764.0,1077.0,8,1
"Qualcomm Technologies, Inc SM6375",4228.0,1886.0,8,1
"Qualcomm Technologies, Inc SM7125",3395.0,1584.0,8,1
"Qualcomm Technologies, Inc SM7150",3284.0,1415.0,8,1
"Qualcomm Technologies, Inc SM7225",3390.0,1768.0,8,1
"Qualcomm Technologies, Inc SM7250",3437.0,1561.0,8,1
"Qualcomm Technologies, Inc SM7325",5818.0,2121.0,8,1
"Qualcomm Technologies, Inc SM8150",4628.0,1772.0,8,1
"Qualcomm Technologies, Inc SM8150_Plus",4289.0,1528.0,8,1
"Qualcomm Technologies, Inc SM8150P",4578.0,1924.0,8,1
"Qualcomm Technologies, Inc SM8250",5874.0,2243.0,8,1
"Qualcomm Technologies, Inc SM8250_AC",6417.0,2611.0,8,1
"Qualcomm Technologies, Inc SM8350",6124.0,2163.0,8,1
"Qualcomm Technologies, Inc SM8350AC",6588.0,2758.0,8,1
"Qualcomm Technologies, Inc TRINKET",2485.0,904.0,8,1
"Qualcomm Technologies, Inc TRINKET-IOT",2559.0,933.0,8,1
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP",1426.0,404.0,8,1
"Qualcomm Technologies, Inc. MSM8952 QRD SKUM",1359.0,354.0,8,1
"redwood based Qualcomm Technologies, Inc. SM7325",6116.0,2186.0,8,1
"Renoir based on Qualcomm Technologies, Inc SM7350",4911.0,1817.0,8,1
RK30board,198.0,226.0,4,1
rk3399,2046.0,841.0,6,1
rk3566,595.0,460.0,4,1
"RK3568 AIoT3568 Board V2.1-AD52068, LVDS(8775), HD",1178.0,526.0,4,1
ROC-RK3568-PC HDMI (Android),1197.0,551.0,4,1
Rockchip (Device Tree),666.0,487.0,4,1
Rockchip RK,1246.0,654.0,8,1
Rockchip RK3228A,314.0,202.0,4,1
Rockchip RK3229,280.0,181.0,4,1
Rockchip RK3288,708.0,766.0,4,1
Rockchip RK3288 (Flattened Device Tree),515.0,363.0,4,1
Rockchip RK3326,440.0,283.0,4,1
Rockchip rk3326 863 rkisp1 board,383.0,298.0,4,1
Rockchip RK3326 Board,386.0,272.0,4,1
Rockchip rk3326 evb board,463.0,335.0,4,1
Rockchip RK3328,319.0,204.0,4,1
Rockchip RK3328 box liantong avb,491.0,239.0,4,1
Rockchip RK3368,827.0,329.0,8,1
Rockchip RK3399,1559.0,791.0,2,1
Rockchip RK3399 Board (Android),1456.0,810.0,6,1
Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android,1862.0,832.0,6,1
Rockchip RK3399 Excavator Board edp avb (Android),1533.0,839.0,6,1
Rockchip RK3399 Generic Board edp (Android),391.0,642.0,6,1
Rockchip RK3528 DEMO4 DDR4 V10 Board,888.0,435.0,4,1
Rockchip RK3562,1051.0,522.0,4,1
Rockchip RK3566,929.0,507.0,4,1
Rockchip RK3566 BOX DEMO V10 ANDROID Board,1093.0,520.0,4,1
Rockchip RK3566 EVB1 DDR4 V10 Board,751.0,466.0,4,1
Rockchip RK3566 EVB2 LP4X V10 Board,933.0,469.0,4,1
Rockchip RK3566 EVB2 LP4X V10 Board PDM Mic Array,337.0,217.0,4,1
Rockchip RK3566 EVB3 DDR3 V10 Board,994.0,498.0,4,1
Rockchip RK3566 HD15 Board,1160.0,546.0,4,1
Rockchip RK3566 RK817 EINK LP4X Board,667.0,446.0,4,1
Rockchip RK3566 RK817 TABLET LP4X Board,1021.0,498.0,4,1
Rockchip RK3566 RK817 TABLET RKG11 LP4 Board,686.0,314.0,8,1
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,795.0,508.0,4,1
Rockchip RK3568,1139.0,542.0,4,1
Rockchip RK3568 EVB1 DDR4 V10 Board,1082.0,494.0,4,1
Rockchip RK3568 EVB2 LP4X V10 Board,883.0,505.0,4,1
Rockchip RK3568 EVB7 DDR4 V10 Board,1106.0,508.0,4,1
Rockchip RK3576,3880.0,1030.0,8,1
Rockchip RK3588,4663.0,1533.0,8,1
"rockchip,rk3328",453.0,234.0,4,1
"rockchip,rk3368",870.0,347.0,8,1
Ryzen 5 150 with Radeon Graphics,15376.0,3127.0,6,2
"Samsung ""Exynos 9610""",3168.0,1012.0,8,1
Samsung A04S EUR OPEN REV03C board based on EXYNOS,2452.0,688.0,8,1
Samsung A13 EUR OPEN REV02B board based on EXYNOS8,1230.0,470.0,8,1
Samsung A13 USA SINGLE REV02B board based on EXYNO,1528.0,459.0,8,1
SAMSUNG EXPRESS2,233.0,239.0,2,1
Samsung Exynos,2423.0,868.0,8,1
Samsung Exynos 2100,5544.0,2000.0,8,1
Samsung Exynos 7420,2164.0,833.0,8,1
Samsung Exynos 7570,500.0,314.0,4,1
Samsung Exynos 7580,1008.0,338.0,8,1
Samsung Exynos 7870,1069.0,345.0,8,1
Samsung Exynos 7880,1825.0,469.0,8,1
Samsung Exynos 7884,1639.0,654.0,8,1
Samsung Exynos 7885,1847.0,855.0,8,1
Samsung Exynos 7904,1854.0,754.0,8,1
Samsung Exynos 850,2097.0,583.0,8,1
Samsung Exynos 8890,2624.0,933.0,8,1
Samsung Exynos 8895,3177.0,992.0,8,1
Samsung Exynos 9610,2282.0,952.0,8,1
Samsung Exynos 9611,2551.0,984.0,8,1
Samsung Exynos 980,4584.0,1871.0,8,1
Samsung Exynos 9810,3800.0,1301.0,8,1
Samsung Exynos 9820,3989.0,1656.0,8,1
Samsung Exynos 9825,3816.0,1577.0,8,1
Samsung Exynos 990,6031.0,1758.0,8,1
Samsung EXYNOS5420,710.0,473.0,4,1
Samsung EXYNOS5430,1380.0,595.0,8,1
Samsung EXYNOS5433,1212.0,517.0,8,1
SAMSUNG Exynos7420,2061.0,709.0,8,1
SAMSUNG Exynos7580,932.0,275.0,8,1
Samsung Exynos7870,2093.0,507.0,8,1
samsung exynos7885,2496.0,984.0,8,1
Samsung GrandPrimePlus LTE CIS rev04 board based o,312.0,213.0,4,1
Samsung GrandPrimePlus LTE LTN DTV rev04 board bas,599.0,336.0,4,1
Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba,415.0,179.0,4,1
Samsung J7 Max LTE SWA board based on MT6757V/WL,928.0,282.0,8,1
SAMSUNG JF,540.0,328.0,4,1
Samsung M13 EUR OPEN REV02 board based on EXYNOS85,1425.0,516.0,8,1
Samsung M13 SWA INS 00 board based on EXYNOS850,1269.0,492.0,8,1
Samsung s5e8535,4610.0,2008.0,8,1
Samsung s5e8825,4492.0,1929.0,8,1
Samsung s5e8835,5925.0,1986.0,8,1
Samsung s5e8845,7013.0,2357.0,8,1
Samsung s5e8855,7668.0,2484.0,8,1
Samsung s5e9925,6358.0,2108.0,8,1
Samsung s5e9945,10950.0,2913.0,10,1
Samsung s5e9955,9739.0,1968.0,10,1
SAMSUNG SERRANO,266.0,330.0,2,1
"Samsung Technologies, Inc Exynos E1080",4846.0,2029.0,8,1
Samsung X1S EUR OPEN 21 based on EXYNOS990,6471.0,2031.0,8,1
sc8830,410.0,274.0,4,1
SM6375,4441.0,1956.0,8,1
SM7325,6135.0,2133.0,8,1
SM8325,5799.0,1948.0,8,1
SM8350,6146.0,2447.0,8,1
SM8450,4896.0,1278.0,8,1
SM8550,8629.0,2974.0,8,1
SM8750,10563.0,2710.0,8,1
SM8850,11684.0,2041.0,8,1
SMDK4x12,3006.0,1271.0,8,1
Snapdragon 435,1080.0,349.0,8,1
Snapdragon 662,2431.0,908.0,4,1
Snapdragon 7325,5585.0,2023.0,4,1
Snapdragon 7c @ 1.96 GHz,3712.0,1519.0,2,1
Snapdragon 7c @ 2.40 GHz,3448.0,1243.0,2,1
Snapdragon 7c Gen 2 @ 2.55 GHz,3857.0,1471.0,2,1
Snapdragon 7cPlus Gen 3 @ 2.40 GHz,6044.0,1706.0,8,1
Snapdragon 8 Gen2 Mobile Platform for Galaxy,9362.0,3093.0,8,1
Snapdragon 835,2610.0,1018.0,8,1
Snapdragon 835 @ 2.45 GHz,3524.0,954.0,8,1
Snapdragon 8350,4618.0,2485.0,4,1
Snapdragon 845 @ 2.8 GHz,3495.0,1342.0,4,1
Snapdragon 850 @ 2.40 GHz,2946.0,1198.0,4,1
Snapdragon 850 @ 2.96 GHz,3473.0,1411.0,4,1
Snapdragon 855 @ 2.84 GHz,5070.0,1431.0,4,1
Snapdragon 860 @ 2.96 GHz,4878.0,1482.0,8,1
Snapdragon 8c @ 2.46 GHz,5230.0,1544.0,4,1
Snapdragon 8cx @ 2.84 GHz,5180.0,1725.0,4,1
Snapdragon 8cx Gen 2 @ 3.0 GHz,6821.0,1809.0,4,1
Snapdragon 8cx Gen 2 @ 3.15 GHz,6748.0,1941.0,4,1
Snapdragon 8cx Gen 3 @ 2.69 GHz,10926.0,2177.0,8,1
Snapdragon 8cx Gen 3 @ 3.0,1811.0,2463.0,1,1
Snapdragon 8cx Gen 3 @ 3.0 GHz,11825.0,2417.0,4,1
Snapdragon X - X126100 - Qualcomm Oryon,16510.0,2888.0,8,1
Snapdragon X Elite - X1E78100 - Qualcomm Or,21053.0,3067.0,12,1
Snapdragon X Elite - X1E80100 - Qualcomm Or,25380.0,3486.0,12,1
Snapdragon X Plus (8-core) @ 3.30 GHz,15343.0,2994.0,8,1
Snapdragon X Plus - X1P42100 - Qualcomm Oryon,18112.0,3253.0,8,1
Snapdragon888,3405.0,958.0,10,1
Sony Mobile fusion3,428.0,234.0,4,1
Spreadtrum SC7731e,333.0,230.0,4,1
Spreadtrum SC9832E,576.0,317.0,4,1
Spreadtrum SC9853I-IA,748.0,467.0,8,1
Spreadtrum SC9863A,1525.0,496.0,8,1
Spreadtrum SC9863A Board,1671.0,519.0,8,1
Spreadtrum T310,1584.0,1181.0,4,1
Spreadtrum T603,1765.0,552.0,8,1
Spreadtrum T606,2652.0,960.0,8,1
Spreadtrum T610,2646.0,1113.0,8,1
Spreadtrum T612,2903.0,1060.0,8,1
Spreadtrum T615,2862.0,1110.0,8,1
Spreadtrum T616,2906.0,1062.0,8,1
Spreadtrum T618,2934.0,1136.0,8,1
Spreadtrum T620,3052.0,1210.0,8,1
Spreadtrum T7200,2761.0,987.0,8,1
Spreadtrum T7255,2809.0,1167.0,8,1
Spreadtrum T760,5150.0,1516.0,8,1
Spreadtrum T765,3868.0,1475.0,8,1
Spreadtrum T820,5543.0,1908.0,8,1
Spreadtrum UIS7885(prototype),5619.0,1966.0,8,1
Spreadtrum UMS9230,2878.0,988.0,8,1
Spreadtrum UMS9230E,2943.0,1096.0,8,1
Spreadtrum UMS9230H,2894.0,1125.0,8,1
Spreadtrum UMS9230S,2766.0,1110.0,8,1
Spreadtrum UMS9230T,2764.0,1203.0,8,1
Spreadtrum UMS9620S,3317.0,938.0,8,1
Spreadtrum UMS9621S,3926.0,1617.0,8,1
Spreadtrum UMS9632,4640.0,2034.0,8,1
"Star based on Qualcomm Technologies, Inc SM8350",5249.0,1928.0,8,1
StratoVirt,11676.0,1839.0,8,1
sun50iw1p1,559.0,280.0,4,1
sun50iw6,498.0,339.0,4,1
sun8iw11p1,335.0,243.0,4,1
sun8iw7,237.0,207.0,4,1
Synaptics VS640,862.0,550.0,4,1
Synaptics VS680,1728.0,879.0,4,1
T606,2824.0,989.0,8,1
T610-Unisoc,2575.0,1069.0,8,1
T610S-Unisoc,2781.0,1191.0,8,1
T618,2771.0,1179.0,8,1
T700-Unisoc,2421.0,1013.0,8,1
"taoyao based Qualcomm Technologies, Inc. Yupik IDP",6359.0,1818.0,8,1
TES-RK3568 EDP+HDMI (Android),1276.0,575.0,4,1
Thor,839.0,387.0,6,1
tn8,1040.0,632.0,4,1
UGOOS UT8 Board,1152.0,553.0,4,1
UIS7862A,2638.0,1065.0,8,1
Unisoc L3,1916.0,440.0,8,1
Unisoc L3R,1341.0,453.0,8,1
Unisoc SC7731e,343.0,241.0,4,1
Unisoc SC9832e,536.0,318.0,4,1
Unisoc SC9863a,1437.0,486.0,8,1
Unisoc SC9863A1,1461.0,435.0,8,1
Unisoc T310,1408.0,1092.0,4,1
Unisoc T603,1835.0,585.0,8,1
Unisoc T606,2670.0,986.0,8,1
Unisoc T610,2826.0,1075.0,8,1
Unisoc T612,2564.0,1055.0,8,1
Unisoc T616,3116.0,1191.0,8,1
Unisoc T618,2612.0,1166.0,8,1
Unisoc T700,2656.0,1066.0,8,1
Unisoc T760,4720.0,1628.0,8,1
Unisoc T820,5506.0,1892.0,8,1
Unisoc UIS7861,2428.0,1006.0,8,1
Unisoc UIS7862S,2780.0,1135.0,8,1
Unisoc UIS8581A,1704.0,507.0,8,1
Unisoc UIS8581E,1279.0,498.0,8,1
Unisoc ums312,988.0,1067.0,4,1
Unisoc ums512,2599.0,1111.0,8,1
Unisoc ums9230,2285.0,909.0,8,1
Unisoc ums9230H,2924.0,1086.0,8,1
Unisoc ums9230T,2919.0,1108.0,8,1
UNIVERSAL3470,391.0,254.0,4,1
UNIVERSAL3475,310.0,199.0,4,1
vendor Kirin710,2819.0,942.0,8,1
vendor Kirin810,4242.0,1568.0,8,1
vendor Kirin820,4947.0,1678.0,8,1
vendor Kirin9000,6914.0,2592.0,8,1
vendor Kirin9000E,7141.0,2687.0,8,1
vendor Kirin970,3027.0,898.0,8,1
vendor Kirin980,5199.0,1714.0,8,1
vendor Kirin985,5481.0,1852.0,8,1
vendor Kirin990,6123.0,2011.0,8,1
vendor Unknow,6047.0,2206.0,8,1
"Venus based on Qualcomm Technologies, Inc SM8350",5414.0,2152.0,8,1
VIA C7-D 1800MHz,150.0,147.0,1,1
VIA C7-M 1200MHz,112.0,93.0,1,1
VIA C7-M 1600MHz,116.0,124.0,1,1
VIA C7-M 6300MHz,145.0,121.0,1,1
VIA Eden 1000MHz,80.0,83.0,1,1
VIA Eden 1200MHz,93.0,97.0,1,1
VIA Eden C1050@1.06GHz,263.0,283.0,1,1
VIA Eden X2 U4200 @ 1.0+ GHz,326.0,282.0,2,1
VIA Eden X4 C4250 @ 1.2+GHz,904.0,482.0,4,1
VIA Esther 1000MHz,95.0,82.0,1,1
VIA Esther 1500MHz,135.0,112.0,1,1
VIA Nano L2007@1600MHz,238.0,273.0,1,1
VIA Nano L2100@1800MHz,279.0,182.0,1,1
VIA Nano L2207@1600MHz,165.0,191.0,1,1
VIA Nano U2250 (1.6GHz Capable),187.0,256.0,1,1
VIA Nano U2250@1300+MHz,179.0,156.0,1,1
VIA Nano U2500@1200MHz,199.0,184.0,1,1
VIA Nano U3500@1000MHz,184.0,286.0,1,1
VIA Nano X2 U4025 @ 1.2 GHz,353.0,336.0,2,1
VIA Nehemiah,101.0,75.0,1,1
VIA QuadCore C4650@2.0GHz,1352.0,559.0,4,1
VIA QuadCore L4700 @ 1.2+ GHz,773.0,355.0,4,1
VIA QuadCore U4650 @ 1.0+ GHz,666.0,296.0,4,1
"Vili based on Qualcomm Technologies, Inc SM8350",5296.0,1592.0,8,1
virt-10.0,5323.0,2008.0,4,1
virt-10.1,16719.0,1421.0,14,1
virt-8.2,6547.0,1555.0,6,1
virt-9.1,9461.0,3372.0,4,1
virt-9.2,2967.0,1247.0,4,1
Virtual @ 2.30GHz,1345.0,475.0,4,1
Virtual @ 2.32GHz,1826.0,751.0,2,1
Virtual @ 2.39GHz,1936.0,793.0,4,1
Virtual @ 2.49GHz,4599.0,1076.0,6,1
Virtual @ 2.56GHz,3778.0,1058.0,4,1
Virtual @ 2.59GHz,7705.0,633.0,14,1
Virtual @ 2.70GHz,3742.0,1264.0,4,1
Virtual @ 2.89GHz,4134.0,1111.0,7,1
Virtual @ 2.95GHz,11407.0,2508.0,4,1
Virtual @ 3.24GHz,11599.0,2730.0,4,1
Virtual @ 3.41GHz,14308.0,2624.0,6,1
Virtual @ 3.80GHz,16740.0,3498.0,8,1
Welcome SC9863A,1897.0,535.0,8,1
XRing O1,15765.0,4112.0,10,1
XTRONS_IX,1266.0,431.0,8,1
Z3-6540M@2.1GHz,1599.0,788.0,4,1
ZHAOXIN KaiXian KX-6640A@2.6GHz,1766.0,729.0,4,1
ZHAOXIN KaiXian KX-6640MA@2.1+GHz,1597.0,784.0,4,1
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,1566.0,736.0,4,1
ZHAOXIN KaiXian KX-7000,7339.0,1387.0,8,1
ZHAOXIN KaiXian KX-U6580@2.5GHz,3227.0,745.0,8,1
ZHAOXIN KaiXian KX-U6780@2.7GHz,3693.0,851.0,8,1
ZHAOXIN KaiXian KX-U6780A,3057.0,737.0,8,1
ZHAOXIN KaiXian KX-U6780A@2.7GHz,3437.0,787.0,8,1
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,1547.0,556.0,4,1
ZHAOXIN KaiXian ZX-C+ C4701@2.0GHz,1442.0,564.0,4,1
ZHAOXIN KaiXian ZX-D D4600@2.0GHz,1492.0,602.0,4,1
ZHAOXIN Z3-6540M@2.1+GHz,1446.0,726.0,4,1
天玑900,4259.0,1567.0,8,1
AMD EPYC 7252,32437.0,1948.0,8,2
AMD EPYC 7262,34370.0,2059.0,8,2
AMD EPYC 7272,41593.0,1791.0,12,2
AMD EPYC 7282,51807.0,2044.0,16,2
AMD EPYC 72F3,50017.0,3034.0,8,2
AMD EPYC 7301,34148.0,1654.0,16,2
AMD EPYC 7302,51287.0,1954.0,16,2
AMD EPYC 7313,68456.0,2690.0,16,2
AMD EPYC 7343,72650.0,2832.0,16,2
AMD EPYC 7351,25431.0,1747.0,16,2
AMD EPYC 7352,58125.0,1689.0,24,2
AMD EPYC 7371,54894.0,2320.0,16,2
AMD EPYC 7373X,74709.0,2761.0,16,2
AMD EPYC 73F3,75182.0,2916.0,16,2
AMD EPYC 7401,55280.0,1850.0,24,2
AMD EPYC 7402,63597.0,1931.0,24,2
AMD EPYC 7413,75623.0,2277.0,24,2
AMD EPYC 7443,73384.0,2441.0,24,2
AMD EPYC 7451,52322.0,1931.0,24,2
AMD EPYC 7452,65147.0,1829.0,32,2
AMD EPYC 7453,80327.0,2371.0,28,2
AMD EPYC 7473X,81282.0,2201.0,24,2
AMD EPYC 74F3,95523.0,2977.0,24,2
AMD EPYC 7501,61736.0,1809.0,32,2
AMD EPYC 7502,78579.0,2146.0,32,2
AMD EPYC 7513,93169.0,2726.0,32,2
AMD EPYC 7532,77962.0,2039.0,32,2
AMD EPYC 7542,73758.0,2011.0,32,2
AMD EPYC 7543,98031.0,2688.0,32,2
AMD EPYC 7551,57841.0,1790.0,32,2
AMD EPYC 7552,72235.0,1527.0,48,2
AMD EPYC 7573X,103466.0,2665.0,32,2
AMD EPYC 75F3,101429.0,2664.0,32,2
AMD EPYC 7601,53737.0,1765.0,32,2
AMD EPYC 7642,73920.0,2034.0,48,2
AMD EPYC 7643,96440.0,2189.0,48,2
AMD EPYC 7662,97178.0,2089.0,64,2
AMD EPYC 7702,89599.0,1979.0,64,2
AMD EPYC 7713,109207.0,2454.0,64,2
AMD EPYC 7742,95172.0,2067.0,64,2
AMD EPYC 7763,113441.0,2446.0,64,2
AMD EPYC 7773X,110412.0,2445.0,64,2
AMD EPYC 7B12,93376.0,2030.0,64,2
AMD EPYC 7B13,110944.0,2461.0,64,2
AMD EPYC 7C13,81691.0,2012.0,64,2
AMD EPYC 7F32,40000.0,2426.0,8,2
AMD EPYC 7F52,63931.0,2402.0,16,2
AMD EPYC 7H12,86680.0,2083.0,64,2
AMD EPYC 7J13,119134.0,2594.0,64,2
AMD EPYC 7K62,89531.0,2126.0,48,2
AMD EPYC 7K83,102053.0,2458.0,64,2
AMD EPYC 7R12,92961.0,2142.0,48,2
AMD EPYC 7R13,109348.0,2438.0,48,2
AMD EPYC 7R32,74520.0,1918.0,48,2
AMD EPYC 7T83,115522.0,2540.0,64,2
AMD EPYC 7V12,91701.0,2042.0,64,2
AMD EPYC 7V13,100318.0,2171.0,64,2
AMD EPYC 7V73X,94451.0,2277.0,64,2
AMD EPYC 7Y83,108281.0,2622.0,64,2
AMD EPYC 9015,55013.0,3288.0,8,2
AMD EPYC 9115,79764.0,3507.0,16,2
AMD EPYC 9124,63699.0,2327.0,16,2
AMD EPYC 9135,85694.0,3326.0,16,2
AMD EPYC 9174F,81093.0,3064.0,16,2
AMD EPYC 9175F,101064.0,3703.0,16,2
AMD EPYC 9184X,78921.0,2896.0,16,2
AMD EPYC 9224,83623.0,2601.0,24,2
AMD EPYC 9254,95370.0,3103.0,24,2
AMD EPYC 9255,96899.0,3693.0,24,2
AMD EPYC 9274F,111349.0,3290.0,24,2
AMD EPYC 9275F,135300.0,4134.0,24,2
AMD EPYC 9334,109616.0,3041.0,32,2
AMD EPYC 9335,125085.0,3516.0,32,2
AMD EPYC 9354,113544.0,2934.0,32,2
AMD EPYC 9374F,121404.0,3135.0,32,2
AMD EPYC 9384X,121560.0,3085.0,32,2
AMD EPYC 9454,129701.0,2982.0,48,2
AMD EPYC 9474F,147898.0,3212.0,48,2
AMD EPYC 9475F,165046.0,3810.0,48,2
AMD EPYC 9534,135059.0,2882.0,64,2
AMD EPYC 9554,142100.0,2947.0,64,2
AMD EPYC 9555,182471.0,3743.0,64,2
AMD EPYC 9575F,200184.0,4250.0,64,2
AMD EPYC 9634,142281.0,2863.0,84,2
AMD EPYC 9654,143680.0,2757.0,96,2
AMD EPYC 9655,181621.0,3437.0,96,2
AMD EPYC 9684X,151016.0,2892.0,96,2
AMD EPYC 9734,130034.0,2369.0,112,2
AMD EPYC 9745,173717.0,3157.0,128,2
AMD EPYC 9754,130015.0,2362.0,128,2
AMD EPYC 9755,198588.0,3505.0,128,2
AMD EPYC 9845,153265.0,3105.0,160,2
AMD EPYC 9965,183557.0,3111.0,192,2
AMD EPYC 9B14,145397.0,2859.0,96,2
AMD EPYC 9J45,201335.0,3488.0,128,2
AMD EPYC 9K65,187923.0,3176.0,192,2
AMD EPYC 9V94,83538.0,1902.0,128,2
AMD EPYC Embedded 9124,71486.0,2907.0,16,2
AMD Instinct MI300A Accelerator,132020.0,2926.0,24,2
AMD Opteron 2216,1771.0,865.0,2,1
AMD Opteron 2218,1994.0,964.0,2,1
AMD Opteron 2220,1748.0,1006.0,2,1
AMD Opteron 2222,2098.0,964.0,2,1
AMD Opteron 2354,3242.0,899.0,4,1
AMD Opteron 2356,3519.0,907.0,4,1
AMD Opteron 2373 EE,3521.0,865.0,4,1
AMD Opteron 2374 HE,3667.0,915.0,4,1
AMD Opteron 2382,4516.0,1157.0,4,1
AMD Opteron 2387,4105.0,1107.0,4,1
AMD Opteron 2427,4499.0,906.0,6,1
AMD Opteron 2431,5844.0,1037.0,6,1
AMD Opteron 2435,5681.0,1137.0,6,1
AMD Opteron 285,1441.0,989.0,2,1
AMD Opteron 290,1430.0,1046.0,2,1
AMD Opteron 4130,4315.0,1067.0,4,1
AMD Opteron 4170 HE,5152.0,852.0,6,1
AMD Opteron 4174 HE,5656.0,950.0,6,1
AMD Opteron 4238,7236.0,1313.0,3,2
AMD Opteron 4274 HE,6909.0,1037.0,4,2
AMD Opteron 4284,8560.0,1369.0,4,2
AMD Opteron 4332 HE,6621.0,1361.0,6,1
AMD Opteron 4386,9253.0,1309.0,4,2
AMD Opteron 6128,6009.0,806.0,8,1
AMD Opteron 6128 HE,6339.0,883.0,8,1
AMD Opteron 6134,6053.0,898.0,8,1
AMD Opteron 6136,7964.0,1059.0,8,1
AMD Opteron 6168,15745.0,845.0,12,1
AMD Opteron 6172,16032.0,919.0,12,1
AMD Opteron 6174,12607.0,939.0,12,1
AMD Opteron 6176 SE,7818.0,963.0,12,1
AMD Opteron 6220,7951.0,1235.0,4,2
AMD Opteron 6234,8644.0,887.0,6,2
AMD Opteron 6238,8206.0,1076.0,6,2
AMD Opteron 6272,9239.0,966.0,8,2
AMD Opteron 6274,10313.0,974.0,8,2
AMD Opteron 6276,12514.0,968.0,8,2
AMD Opteron 6276,9138.0,917.0,8,2
AMD Opteron 6278,13733.0,1007.0,16,1
AMD Opteron 6282 SE,12083.0,894.0,16,1
AMD Opteron 6282 SE,9206.0,873.0,16,1
AMD Opteron 6284 SE,10619.0,857.0,16,1
AMD Opteron 6320,9787.0,554.0,4,2
AMD Opteron 6328,10076.0,1252.0,4,2
AMD Opteron 6328,9508.0,1442.0,4,2
AMD Opteron 6344,9023.0,672.0,6,2
AMD Opteron 6348,12959.0,1276.0,6,2
